latitude,longitude,location,town,country
32.62,116.97,"('Huainan Shi', 'China')",Huainan Shi,China
32.62,119.59,"('Yangzhou', 'China')",Yangzhou,China
32.63,108.9,"('Ankang Shi', 'China')",Ankang Shi,China
32.63,110.7,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.63,117.01,"('Huainan Shi', 'China')",Huainan Shi,China
32.63,117.02,"('Huainan Shi', 'China')",Huainan Shi,China
32.64,108.91,"('Ankang', 'China')",Ankang,China
32.64,110.79,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.64,116.96,"('Huainan', 'China')",Huainan,China
32.64,116.98,"('Huainan', 'China')",Huainan,China
32.64,117.0,"('Huainan Shi', 'China')",Huainan Shi,China
32.64,117.02,"('Huainan Shi', 'China')",Huainan Shi,China
32.64,117.03,"('Huainan Shi', 'China')",Huainan Shi,China
32.65,110.73,"('Shiyan', 'China')",Shiyan,China
32.65,110.74,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.65,110.77,"('Shiyan Shi', 'China')",Shiyan Shi,China
32.65,117.01,"('Huainan', 'China')",Huainan,China
32.65,117.02,"('Huainan', 'China')",Huainan,China
32.65,117.03,"('Huainan Shi', 'China')",Huainan Shi,China
32.65,117.14,"('Huainan Shi', 'China')",Huainan Shi,China
32.65,120.26,"('Nantong Shi', 'China')",Nantong Shi,China
32.66,110.73,"('Shiyan', 'China')",Shiyan,China
32.66,110.76,"('Shiyan', 'China')",Shiyan,China
32.66,112.6,"('Nanyang', 'China')",Nanyang,China
32.66,117.07,"('Huainan Shi', 'China')",Huainan Shi,China
32.66,119.55,"('Yangzhou', 'China')",Yangzhou,China
32.67,119.32,"('Yangzhou', 'China')",Yangzhou,China
32.68,117.08,"('Huainan', 'China')",Huainan,China
32.68,120.38,"('Nantong Shi', 'China')",Nantong Shi,China
32.69,109.01,"('Ankang', 'China')",Ankang,China
32.69,117.08,"('Huainan', 'China')",Huainan,China
32.7,112.24,"('Nanyang', 'China')",Nanyang,China
32.7,117.29,"('Chuzhou', 'China')",Chuzhou,China
32.71,112.22,"('Nanyang', 'China')",Nanyang,China
32.71,112.58,"('Nanyang', 'China')",Nanyang,China
32.72,112.24,"('Nanyang', 'China')",Nanyang,China
32.77,119.74,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.78,119.43,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
32.79,117.67,"('Chuzhou', 'China')",Chuzhou,China
32.79,119.79,"('Yangzhou', 'China')",Yangzhou,China
32.8,113.09,"('Nanyang', 'China')",Nanyang,China
32.85,111.85,"('Nanyang', 'China')",Nanyang,China
32.86,103.69,"('Aba', 'China')",Aba,China
32.86,110.76,"('Shiyan', 'China')",Shiyan,China
32.86,117.56,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.87,117.56,"('Chuzhou Shi', 'China')",Chuzhou Shi,China
32.87,120.36,"('Yancheng Shi', 'China')",Yancheng Shi,China
32.88,115.83,"('Fuyang Shi', 'China')",Fuyang Shi,China
32.89,111.58,"('Nanyang', 'China')",Nanyang,China
32.89,115.84,"('Fuyang', 'China')",Fuyang,China
32.89,117.33,"('Bengbu Shi', 'China')",Bengbu Shi,China
32.9,115.82,"('Fuyang Shi', 'China')",Fuyang Shi,China
32.9,115.83,"('Fuyang Shi', 'China')",Fuyang Shi,China
32.9,117.7,"('Chuzhou', 'China')",Chuzhou,China
32.91,115.86,"('Fuyang', 'China')",Fuyang,China
32.92,114.02,"('Zhumadian', 'China')",Zhumadian,China
32.92,115.16,"('Fuyang', 'China')",Fuyang,China
32.92,115.86,"('Fuyang Shi', 'China')",Fuyang Shi,China
32.92,117.42,"('Bengbu Shi', 'China')",Bengbu Shi,China
32.93,115.83,"('Fuyang', 'China')",Fuyang,China
32.93,115.84,"('Fuyang Shi', 'China')",Fuyang Shi,China
32.93,117.39,"('Bengbu Shi', 'China')",Bengbu Shi,China
32.94,115.82,"('Fuyang', 'China')",Fuyang,China
32.94,117.35,"('Bengbu Shi', 'China')",Bengbu Shi,China
32.94,117.38,"('Bengbu Shi', 'China')",Bengbu Shi,China
32.95,117.37,"('Bengbu', 'China')",Bengbu,China
32.96,120.41,"('Yancheng', 'China')",Yancheng,China
32.98,112.51,"('Nanyang Shi', 'China')",Nanyang Shi,China
32.98,118.8,"('Huaian Shi', 'China')",Huaian Shi,China
32.99,107.82,"('Hanzhong', 'China')",Hanzhong,China
32.99,112.51,"('Nanyang Shi', 'China')",Nanyang Shi,China
32.99,112.52,"('Nanyang Shi', 'China')",Nanyang Shi,China
33.0,110.42,"('Shiyan Shi', 'China')",Shiyan Shi,China
33.0,112.51,"('Nanyang Shi', 'China')",Nanyang Shi,China
33.0,112.56,"('Nanyang Shi', 'China')",Nanyang Shi,China
33.0,114.33,"('Zhumadian', 'China')",Zhumadian,China
33.0,114.74,"('Zhumadian', 'China')",Zhumadian,China
33.0,118.53,"('Huaian Shi', 'China')",Huaian Shi,China
33.0,119.82,"('Taizhou Shi', 'China')",Taizhou Shi,China
33.01,112.54,"('Nanyang Shi', 'China')",Nanyang Shi,China
33.01,114.0,"('Zhumadian Shi', 'China')",Zhumadian Shi,China
33.02,112.54,"('Nanyang Shi', 'China')",Nanyang Shi,China
33.04,107.01,"('Hanzhong Shi', 'China')",Hanzhong Shi,China
33.04,107.02,"('Hanzhong', 'China')",Hanzhong,China
33.04,107.03,"('Hanzhong', 'China')",Hanzhong,China
33.05,106.99,"('Hanzhong', 'China')",Hanzhong,China
33.05,115.26,"('Fuyang Shi', 'China')",Fuyang Shi,China
33.06,113.52,"('Zhumadian', 'China')",Zhumadian,China
33.06,115.27,"('Fuyang Shi', 'China')",Fuyang Shi,China
33.06,118.6,"(""Huai'an"", 'China')",Huai'an,China
33.06,118.62,"(""Huai'an"", 'China')",Huai'an,China
33.07,116.92,"('Bengbu', 'China')",Bengbu,China
33.07,118.58,"(""Huai'an"", 'China')",Huai'an,China
33.07,118.61,"(""Huai'an"", 'China')",Huai'an,China
33.07,118.63,"(""Huai'an"", 'China')",Huai'an,China
33.08,107.05,"('Hanzhong Shi', 'China')",Hanzhong Shi,China
33.08,107.1,"('Hanzhong Shi', 'China')",Hanzhong Shi,China
33.08,115.29,"('Fuyang', 'China')",Fuyang,China
33.08,118.42,"(""Huai'an"", 'China')",Huai'an,China
33.1,115.29,"('Fuyang', 'China')",Fuyang,China
33.11,115.28,"('Fuyang', 'China')",Fuyang,China
33.11,115.3,"('Fuyang', 'China')",Fuyang,China
33.15,114.0,"('Zhumadian', 'China')",Zhumadian,China
33.19,120.09,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.21,119.96,"('Yancheng', 'China')",Yancheng,China
33.21,120.46,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.24,116.55,"('Bozhou', 'China')",Bozhou,China
33.24,119.35,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
33.24,119.36,"('Yangzhou Shi', 'China')",Yangzhou Shi,China
33.24,120.54,"('Yancheng', 'China')",Yancheng,China
33.25,120.56,"('Yancheng', 'China')",Yancheng,China
33.26,115.34,"('Fuyang', 'China')",Fuyang,China
33.26,119.91,"('Yancheng', 'China')",Yancheng,China
33.27,119.12,"(""Huai'an"", 'China')",Huai'an,China
33.28,119.04,"(""Huai'an"", 'China')",Huai'an,China
33.3,109.17,"('Shangluo', 'China')",Shangluo,China
33.3,118.88,"('Huaian Shi', 'China')",Huaian Shi,China
33.33,120.14,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.34,120.04,"('Yancheng', 'China')",Yancheng,China
33.34,120.19,"('Yancheng', 'China')",Yancheng,China
33.35,120.14,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.36,120.11,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.36,120.12,"('Yancheng', 'China')",Yancheng,China
33.36,120.13,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.36,120.24,"('Yancheng', 'China')",Yancheng,China
33.37,119.78,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.37,120.13,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.37,120.14,"('Yancheng', 'China')",Yancheng,China
33.38,120.12,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.39,120.02,"('Yancheng', 'China')",Yancheng,China
33.39,120.11,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.4,115.07,"('Zhoukou', 'China')",Zhoukou,China
33.4,120.15,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.4,120.17,"('Yancheng', 'China')",Yancheng,China
33.41,118.9,"(""Huai'an"", 'China')",Huai'an,China
33.41,119.06,"(""Huai'an"", 'China')",Huai'an,China
33.41,120.11,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.41,120.13,"('Yancheng', 'China')",Yancheng,China
33.44,112.73,"('Nanyang', 'China')",Nanyang,China
33.44,113.6,"('Luohe', 'China')",Luohe,China
33.44,120.07,"('Yancheng', 'China')",Yancheng,China
33.45,110.57,"('Shangluo', 'China')",Shangluo,China
33.46,118.19,"('Suqian Shi', 'China')",Suqian Shi,China
33.46,119.78,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.47,119.78,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.47,119.79,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.47,119.81,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.47,119.82,"('Yancheng', 'China')",Yancheng,China
33.48,119.8,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.49,116.21,"('Bozhou Shi', 'China')",Bozhou Shi,China
33.49,116.23,"('Bozhou', 'China')",Bozhou,China
33.49,118.01,"('Suzhou', 'China')",Suzhou,China
33.49,118.2,"('Suqian Shi', 'China')",Suqian Shi,China
33.49,118.21,"('Suqian Shi', 'China')",Suqian Shi,China
33.49,119.79,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.5,116.22,"('Bozhou Shi', 'China')",Bozhou Shi,China
33.5,118.66,"('Suqian', 'China')",Suqian,China
33.51,119.15,"('Huaian Shi', 'China')",Huaian Shi,China
33.52,118.17,"('Suqian', 'China')",Suqian,China
33.52,119.16,"('Huaian Shi', 'China')",Huaian Shi,China
33.53,117.55,"('Suzhou', 'China')",Suzhou,China
33.54,116.54,"('Huaibei', 'China')",Huaibei,China
33.54,119.13,"(""Huai'an"", 'China')",Huai'an,China
33.56,118.39,"('Suqian', 'China')",Suqian,China
33.56,119.0,"('Huaian Shi', 'China')",Huaian Shi,China
33.56,119.03,"('Huaian Shi', 'China')",Huaian Shi,China
33.57,114.03,"('Luohe Shi', 'China')",Luohe Shi,China
33.57,114.04,"('Luohe Shi', 'China')",Luohe Shi,China
33.58,114.0,"('Luohe', 'China')",Luohe,China
33.58,114.03,"('Luohe Shi', 'China')",Luohe Shi,China
33.59,113.98,"('Luohe', 'China')",Luohe,China
33.59,114.02,"('Luohe', 'China')",Luohe,China
33.59,118.96,"('Huaian Shi', 'China')",Huaian Shi,China
33.6,119.01,"('Huaian Shi', 'China')",Huaian Shi,China
33.6,119.03,"('Huaian Shi', 'China')",Huaian Shi,China
33.6,119.14,"('Huaian Shi', 'China')",Huaian Shi,China
33.62,119.0,"('Huaian Shi', 'China')",Huaian Shi,China
33.62,119.01,"('Huaian Shi', 'China')",Huaian Shi,China
33.63,119.02,"('Huaian Shi', 'China')",Huaian Shi,China
33.64,115.06,"('Zhoukou', 'China')",Zhoukou,China
33.64,116.75,"('Huaibei', 'China')",Huaibei,China
33.64,118.89,"(""Huai'an"", 'China')",Huai'an,China
33.64,119.02,"('Huaian Shi', 'China')",Huaian Shi,China
33.65,119.02,"('Huaian Shi', 'China')",Huaian Shi,China
33.72,113.3,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
33.72,113.91,"('Luohe', 'China')",Luohe,China
33.73,113.3,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
33.73,118.68,"('Suqian Shi', 'China')",Suqian Shi,China
33.74,111.69,"('Luoyang', 'China')",Luoyang,China
33.74,113.27,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
33.74,113.3,"('Pingdingshan', 'China')",Pingdingshan,China
33.74,113.34,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
33.75,113.27,"('Pingdingshan', 'China')",Pingdingshan,China
33.75,113.88,"('Luohe', 'China')",Luohe,China
33.76,113.29,"('Pingdingshan', 'China')",Pingdingshan,China
33.76,119.8,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.76,120.24,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.78,111.61,"('Luoyang Shi', 'China')",Luoyang Shi,China
33.78,113.16,"('Pingdingshan', 'China')",Pingdingshan,China
33.79,111.6,"('Luoyang', 'China')",Luoyang,China
33.79,111.61,"('Luoyang', 'China')",Luoyang,China
33.79,112.07,"('Luoyang', 'China')",Luoyang,China
33.79,119.8,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.8,112.11,"('Luoyang', 'China')",Luoyang,China
33.81,113.94,"('Luohe Shi', 'China')",Luohe Shi,China
33.86,115.55,"('Zhoukou', 'China')",Zhoukou,China
33.86,115.8,"('Bozhou', 'China')",Bozhou,China
33.87,109.93,"('Shangluo', 'China')",Shangluo,China
33.87,113.06,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
33.88,119.55,"(""Huai'an"", 'China')",Huai'an,China
33.89,115.77,"('Bozhou', 'China')",Bozhou,China
33.89,119.9,"('Yancheng', 'China')",Yancheng,China
33.9,118.33,"('Suqian Shi', 'China')",Suqian Shi,China
33.91,114.15,"('Xuchang', 'China')",Xuchang,China
33.92,117.09,"('Suzhou', 'China')",Suzhou,China
33.93,116.45,"('Shangqiu Shi', 'China')",Shangqiu Shi,China
33.93,117.96,"('Xuzhou', 'China')",Xuzhou,China
33.94,113.84,"('Xuchang Shi', 'China')",Xuchang Shi,China
33.94,119.84,"('Yancheng', 'China')",Yancheng,China
33.96,113.24,"('Pingdingshan', 'China')",Pingdingshan,China
33.96,118.29,"('Suqian', 'China')",Suqian,China
33.97,116.79,"('Huaibei Shi', 'China')",Huaibei Shi,China
33.97,118.3,"('Suqian Shi', 'China')",Suqian Shi,China
33.98,119.8,"('Yancheng', 'China')",Yancheng,China
33.98,119.84,"('Yancheng Shi', 'China')",Yancheng Shi,China
33.99,116.81,"('Huaibei', 'China')",Huaibei,China
33.99,118.63,"('Suqian', 'China')",Suqian,China
33.99,119.82,"('Yancheng', 'China')",Yancheng,China
33.99,119.83,"('Yancheng', 'China')",Yancheng,China
34.0,113.15,"('Pingdingshan', 'China')",Pingdingshan,China
34.0,118.62,"('Suqian Shi', 'China')",Suqian Shi,China
34.0,118.63,"('Suqian', 'China')",Suqian,China
34.0,119.82,"('Yancheng', 'China')",Yancheng,China
34.0,119.83,"('Yancheng Shi', 'China')",Yancheng Shi,China
34.01,105.3,"('Longnan Shi', 'China')",Longnan Shi,China
34.01,113.81,"('Xuchang Shi', 'China')",Xuchang Shi,China
34.02,118.52,"('Suqian Shi', 'China')",Suqian Shi,China
34.04,113.8,"('Xuchang Shi', 'China')",Xuchang Shi,China
34.04,113.84,"('Xuchang Shi', 'China')",Xuchang Shi,China
34.07,114.39,"('Zhoukou', 'China')",Zhoukou,China
34.08,118.83,"('Suqian', 'China')",Suqian,China
34.09,109.19,"(""Xi'an"", 'China')",Xi'an,China
34.09,118.81,"('Suqian Shi', 'China')",Suqian Shi,China
34.1,114.19,"('Xuchang Shi', 'China')",Xuchang Shi,China
34.1,118.79,"('Suqian Shi', 'China')",Suqian Shi,China
34.11,112.07,"('Luoyang Shi', 'China')",Luoyang Shi,China
34.12,112.07,"('Luoyang', 'China')",Luoyang,China
34.12,119.99,"('Yancheng', 'China')",Yancheng,China
34.13,108.83,"('Xian Shi', 'China')",Xian Shi,China
34.13,118.76,"('Suqian Shi', 'China')",Suqian Shi,China
34.14,112.09,"('Luoyang Shi', 'China')",Luoyang Shi,China
34.14,117.26,"('Xuzhou', 'China')",Xuzhou,China
34.14,118.84,"('Suqian Shi', 'China')",Suqian Shi,China
34.15,112.1,"('Luoyang', 'China')",Luoyang,China
34.15,112.47,"('Luoyang Shi', 'China')",Luoyang Shi,China
34.15,113.46,"('Xuchang', 'China')",Xuchang,China
34.15,117.34,"('Xuzhou', 'China')",Xuzhou,China
34.16,108.37,"(""Xi'an"", 'China')",Xi'an,China
34.16,108.92,"('Xian Shi', 'China')",Xian Shi,China
34.16,112.48,"('Luoyang Shi', 'China')",Luoyang Shi,China
34.17,108.92,"('Xian Shi', 'China')",Xian Shi,China
34.17,108.94,"('Xian Shi', 'China')",Xian Shi,China
34.18,108.84,"('Xian Shi', 'China')",Xian Shi,China
34.18,108.85,"(""Xi'an"", 'China')",Xi'an,China
34.18,108.86,"('Xian Shi', 'China')",Xian Shi,China
34.18,112.84,"('Pingdingshan Shi', 'China')",Pingdingshan Shi,China
34.19,108.94,"(""Xi'an"", 'China')",Xi'an,China
34.2,108.86,"('Xian Shi', 'China')",Xian Shi,China
34.2,108.89,"('Xian Shi', 'China')",Xian Shi,China
34.2,108.9,"(""Xi'an"", 'China')",Xi'an,China
34.2,108.93,"(""Xi'an"", 'China')",Xi'an,China
34.2,118.36,"('Xuzhou', 'China')",Xuzhou,China
34.2,118.85,"('Suqian Shi', 'China')",Suqian Shi,China
34.21,108.42,"('Xianyang', 'China')",Xianyang,China
34.21,108.86,"(""Xi'an"", 'China')",Xi'an,China
34.21,108.91,"('Xian Shi', 'China')",Xian Shi,China
34.21,108.92,"(""Xi'an"", 'China')",Xi'an,China
34.21,108.97,"('Xian Shi', 'China')",Xian Shi,China
34.21,117.13,"('Xuzhou', 'China')",Xuzhou,China
34.21,118.36,"('Xuzhou', 'China')",Xuzhou,China
34.22,108.87,"('Xian Shi', 'China')",Xian Shi,China
34.22,108.92,"(""Xi'an"", 'China')",Xi'an,China
34.22,108.93,"(""Xi'an"", 'China')",Xi'an,China
34.22,108.94,"(None, 'China')",,China
34.22,108.96,"('Xian Shi', 'China')",Xian Shi,China
34.22,108.97,"(""Xi'an"", 'China')",Xi'an,China
34.22,112.06,"('Luoyang', 'China')",Luoyang,China
34.22,113.78,"('Xuchang', 'China')",Xuchang,China
34.22,117.14,"('Xuzhou', 'China')",Xuzhou,China
34.23,108.42,"('Xianyang', 'China')",Xianyang,China
34.23,108.86,"('Xian Shi', 'China')",Xian Shi,China
34.23,108.87,"(""Xi'an"", 'China')",Xi'an,China
34.23,108.89,"('Xian Shi', 'China')",Xian Shi,China
34.23,108.91,"('Xian Shi', 'China')",Xian Shi,China
34.23,108.94,"('Xian Shi', 'China')",Xian Shi,China
34.23,108.96,"('Xian Shi', 'China')",Xian Shi,China
34.23,108.99,"('Xian Shi', 'China')",Xian Shi,China
34.23,113.77,"('Xuchang Shi', 'China')",Xuchang Shi,China
34.23,117.16,"('Xuzhou Shi', 'China')",Xuzhou Shi,China
34.23,117.3,"('Xuzhou', 'China')",Xuzhou,China
34.24,108.86,"(""Xi'an"", 'China')",Xi'an,China
34.24,108.87,"('Xian Shi', 'China')",Xian Shi,China
34.24,108.9,"('Xian Shi', 'China')",Xian Shi,China
34.24,108.91,"('Xian Shi', 'China')",Xian Shi,China
34.24,108.93,"('Xian Shi', 'China')",Xian Shi,China
34.24,108.94,"(""Xi'an"", 'China')",Xi'an,China
34.24,108.95,"('Xian Shi', 'China')",Xian Shi,China
34.24,108.98,"(""Xi'an"", 'China')",Xi'an,China
34.24,109.0,"(""Xi'an"", 'China')",Xi'an,China
34.24,109.02,"('Xian Shi', 'China')",Xian Shi,China
34.24,117.11,"('Xuzhou', 'China')",Xuzhou,China
34.25,108.08,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.25,108.85,"(""Xi'an"", 'China')",Xi'an,China
34.25,108.86,"('Xian Shi', 'China')",Xian Shi,China
34.25,108.88,"(""Xi'an"", 'China')",Xi'an,China
34.25,108.9,"('Xian Shi', 'China')",Xian Shi,China
34.25,108.92,"('Xian Shi', 'China')",Xian Shi,China
34.25,108.93,"(""Xi'an"", 'China')",Xi'an,China
34.25,108.98,"(""Xi'an"", 'China')",Xi'an,China
34.25,108.99,"('Xian Shi', 'China')",Xian Shi,China
34.25,109.01,"('Xian Shi', 'China')",Xian Shi,China
34.25,117.24,"('Xuzhou', 'China')",Xuzhou,China
34.26,108.89,"('Xian Shi', 'China')",Xian Shi,China
34.26,108.91,"('Xian Shi', 'China')",Xian Shi,China
34.26,108.94,"(""Xi'an"", 'China')",Xi'an,China
34.26,108.96,"('Xian Shi', 'China')",Xian Shi,China
34.26,108.97,"(""Xi'an"", 'China')",Xi'an,China
34.26,108.99,"('Xian Shi', 'China')",Xian Shi,China
34.26,111.43,"('Luoyang', 'China')",Luoyang,China
34.26,116.21,"('Shangqiu', 'China')",Shangqiu,China
34.26,117.17,"('Xuzhou Shi', 'China')",Xuzhou Shi,China
34.27,108.22,"('Xianyang', 'China')",Xianyang,China
34.27,108.87,"('Xian Shi', 'China')",Xian Shi,China
34.27,108.89,"('Xian Shi', 'China')",Xian Shi,China
34.27,108.99,"(""Xi'an"", 'China')",Xi'an,China
34.27,117.3,"('Xuzhou', 'China')",Xuzhou,China
34.27,118.87,"('Suqian Shi', 'China')",Suqian Shi,China
34.28,108.86,"('Xian Shi', 'China')",Xian Shi,China
34.28,108.9,"('Xian Shi', 'China')",Xian Shi,China
34.28,108.97,"('Xian Shi', 'China')",Xian Shi,China
34.28,109.06,"('Xian Shi', 'China')",Xian Shi,China
34.29,108.92,"(""Xi'an"", 'China')",Xi'an,China
34.29,108.93,"('Xian Shi', 'China')",Xian Shi,China
34.29,108.97,"(""Xi'an"", 'China')",Xi'an,China
34.29,108.98,"('Xian Shi', 'China')",Xian Shi,China
34.29,109.04,"('Xian Shi', 'China')",Xian Shi,China
34.29,119.24,"('Lianyungang Shi', 'China')",Lianyungang Shi,China
34.3,108.64,"('Xianyang', 'China')",Xianyang,China
34.3,108.81,"('Xian Shi', 'China')",Xian Shi,China
34.3,108.97,"(""Xi'an"", 'China')",Xi'an,China
34.3,108.98,"('Xian Shi', 'China')",Xian Shi,China
34.31,108.68,"('Xianyang', 'China')",Xianyang,China
34.31,108.78,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.31,108.92,"('Xian Shi', 'China')",Xian Shi,China
34.31,108.93,"('Xian Shi', 'China')",Xian Shi,China
34.31,108.95,"('Xian Shi', 'China')",Xian Shi,China
34.31,108.96,"(""Xi'an"", 'China')",Xi'an,China
34.31,108.97,"('Xian Shi', 'China')",Xian Shi,China
34.31,109.01,"('Xian Shi', 'China')",Xian Shi,China
34.31,109.11,"(""Xi'an"", 'China')",Xi'an,China
34.32,107.6,"('Baoji Shi', 'China')",Baoji Shi,China
34.32,108.12,"('Xianyang', 'China')",Xianyang,China
34.32,108.71,"('Xianyang', 'China')",Xianyang,China
34.32,108.83,"(""Xi'an"", 'China')",Xi'an,China
34.32,108.91,"(""Xi'an"", 'China')",Xi'an,China
34.32,108.94,"('Xian Shi', 'China')",Xian Shi,China
34.32,108.95,"(""Xi'an"", 'China')",Xi'an,China
34.32,108.96,"('Xian Shi', 'China')",Xian Shi,China
34.32,115.59,"('Shangqiu', 'China')",Shangqiu,China
34.32,117.14,"('Xuzhou Shi', 'China')",Xuzhou Shi,China
34.33,108.69,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.33,108.7,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.33,108.84,"('Xian Shi', 'China')",Xian Shi,China
34.33,108.93,"('Xian Shi', 'China')",Xian Shi,China
34.33,108.94,"('Xian Shi', 'China')",Xian Shi,China
34.33,108.96,"('Xian Shi', 'China')",Xian Shi,China
34.33,117.95,"('Xuzhou', 'China')",Xuzhou,China
34.34,107.29,"('Baoji Shi', 'China')",Baoji Shi,China
34.34,108.91,"(""Xi'an"", 'China')",Xi'an,China
34.34,113.32,"('Xuchang', 'China')",Xuchang,China
34.34,118.29,"('Xuzhou', 'China')",Xuzhou,China
34.35,107.12,"('Baoji Shi', 'China')",Baoji Shi,China
34.35,107.21,"('Baoji Shi', 'China')",Baoji Shi,China
34.35,107.22,"('Baoji', 'China')",Baoji,China
34.35,108.69,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.35,108.7,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.35,108.71,"('Xianyang Shi', 'China')",Xianyang Shi,China
34.35,108.92,"('Xian Shi', 'China')",Xian Shi,China
34.35,117.87,"('Xuzhou', 'China')",Xuzhou,China
34.35,118.33,"('Xuzhou', 'China')",Xuzhou,China
34.35,118.34,"('Xuzhou', 'China')",Xuzhou,China
34.35,118.35,"('Xuzhou Shi', 'China')",Xuzhou Shi,China
34.36,107.17,"('Baoji Shi', 'China')",Baoji Shi,China
34.36,107.25,"('Baoji', 'China')",Baoji,China
34.36,108.95,"(""Xi'an"", 'China')",Xi'an,China
34.36,108.99,"(""Xi'an"", 'China')",Xi'an,China
34.36,109.19,"(""Xi'an"", 'China')",Xi'an,China
34.36,117.87,"('Xuzhou', 'China')",Xuzhou,China
34.37,107.24,"('Baoji', 'China')",Baoji,China
34.37,109.19,"('Xian Shi', 'China')",Xian Shi,China
34.37,115.65,"('Shangqiu Shi', 'China')",Shangqiu Shi,China
34.37,118.33,"('Xuzhou', 'China')",Xuzhou,China
34.38,109.05,"(""Xi'an"", 'China')",Xi'an,China
34.38,111.64,"('Luoyang', 'China')",Luoyang,China
34.38,116.49,"('Suzhou', 'China')",Suzhou,China
34.39,104.06,"('Dingxi', 'China')",Dingxi,China
34.39,104.07,"('Dingxi', 'China')",Dingxi,China
34.4,108.98,"('Xian Shi', 'China')",Xian Shi,China
34.4,113.76,"('Zhengzhou', 'China')",Zhengzhou,China
